texto,reduzido,ordinal,hebraico,quadrado_reduzido,quadrado_ordinal,trigonal,criacao,quantidade_letras,
Mas Se Te Apartaste De Teu Marido E Te Contaminaste,156,462,2766,832,7348,3905,19446,42,
Mas Se Tendes Amarga Inveja,82,226,1225,438,3372,1799,5221,23,
Mas Segundo A Tua Dureza E Teu Coração Impenitente,176,473,3740,986,7709,4091,19908,42,
Mas Sendo Feito Semelhante Ao Filho De Deus Permanece Sacerdote Para Sempre,284,653,2885,1636,9349,5001,41856,64,
Mas Sendo Julgados Pelo Senhor Ele Nos Castiga Para Não Sermos Condenados Com O Mundo,294,798,3543,1604,11828,6313,56729,71,
Mas Sim Ser Manso Para Com Todos,102,318,1425,588,5016,2667,8294,26,
Mas Tendo Morrido Herodes ,113,257,1085,719,3797,2027,5676,22,
Mas Vejo Nos Meus Membros Outra Lei,116,377,2303,634,6061,3219,10962,29,
Mas Vendo O Povo Que Moisés Tardava Em Descer Do Monte,191,524,3377,1043,8306,4415,23100,44,
Mas Vindo A Plenitude Dos Tempos Deus,127,379,2386,671,5999,3189,11780,31,
Mas Vivos Para Deus Em Jesus Cristo,111,381,2703,641,6473,3427,11078,29,
"Mas Vós Desonrastes O Pobre, Porventura Não Vos Oprimem Os Ricos",245,722,4376,1509,11958,6340,39042,54,
Mas Vos Me Sereis Um Reino De Sacerdotes,143,395,2186,839,6221,3308,13068,33,
Mas Vos Negastes O Santo E O Justo,89,368,2375,417,6204,3286,9963,27,
Mas Vós Quem Dizes Que Eu Sou,98,332,3194,550,5932,3132,7659,23,
Masbuscaiprimeirooreinodedeus,145,325,1621,949,4873,2599,9454,29,
Mascara,20,56,236,110,866,461,399,7,
Masculino,35,107,593,187,1627,867,972,9,
Massacre,25,79,340,135,1251,665,640,8,
Matando A Fome De Um Humilhado,107,242,1277,575,3320,1781,6075,25,
Matar,17,53,332,103,895,474,270,5,
Matastes O Justo,36,198,1377,140,3470,1834,2786,14,
Matemática Maia,47,110,551,257,1508,809,1554,14,
Matemático,37,100,559,193,1480,790,1010,10,
Materialismo,54,135,585,352,1981,1058,1632,12,
Maternal,30,84,417,162,1260,672,680,8,
Mau Comportamento,68,203,1220,364,3235,1719,3264,16,
Mau Pensamento,49,157,922,233,2465,1311,2054,13,
Mau Uso,18,90,801,72,1638,864,546,6,
Mau Uso Do Livre Arbitrio,105,267,1860,705,4377,2322,5628,21,
Maus Atos,19,109,802,69,1959,1034,880,8,
Maus Frutos,36,153,1197,194,2759,1456,1540,10,
Máximo,30,75,750,186,1221,648,456,6,
Me,9,18,45,41,194,106,38,2,
Me Abriu Os Ouvidos,73,208,1540,449,3464,1836,3344,16,
Me Comprometi,64,145,622,394,2077,1111,1752,12,
Me Enganou,41,95,518,211,1327,711,864,9,
Me Enviou A Fazer Todas Estes Feitos,128,362,2927,738,6012,3187,10890,30,
Me Recebestes Como Um Anjo De Deus,108,297,1602,518,4397,2347,8344,28,
Me Separou E Me Chamou,80,197,1133,444,2955,1576,3564,18,
Meabriuosouvidos,73,208,1540,449,3464,1836,3344,16,
Mediante A Razão Natural O Homem Pode Conhecer A Deus,198,450,2925,1152,6768,3609,19844,44,
Medico,31,49,121,183,525,287,300,6,
Medida,27,36,63,155,308,172,222,6,
Medida Simbolismo E Luz,91,226,1648,543,3414,1820,4540,20,
Medidaexataemedidadetalhada,103,184,1192,539,2312,1248,4995,27,
Medir Detalhadamente,81,162,702,451,2098,1130,3097,19,
Medita Estas Coisas,56,182,938,304,2878,1530,3111,17,
Meditação,35,71,323,189,927,499,648,9,
Meditação Dos Sábios,66,174,759,366,2562,1368,3150,18,
Medo,19,37,109,93,435,236,152,4,
Medo De Ouvir A Verdade,92,191,1487,538,2923,1557,3648,19,
Meia Noite,46,91,379,294,1203,647,828,9,
Meio Dia,38,56,128,256,598,327,399,7,
Mente Indolente,65,155,713,341,2123,1139,2184,14,
Mente Superior,70,178,1024,458,2852,1515,2327,13,
Mentimos E Não Admitimos Nossos Erros,143,422,1898,867,6564,3493,13536,32,
Mentir,34,79,394,232,1195,637,480,6,
Mentir Só Nos Traz Tristeza,110,344,3260,742,6232,3288,7935,23,
Mentira,35,80,395,233,1196,638,567,7,
Mentiras,36,99,495,234,1557,828,800,8,
Mentor,31,85,445,187,1339,712,516,6,
Mentoria,41,95,455,269,1421,758,768,8,
Mercado,32,59,203,184,769,414,420,7,
Mercadoria,51,87,303,347,1175,631,880,10,
Mercedes,36,72,252,198,954,513,584,8,
Merecer,40,67,238,262,901,484,476,7,
Merecimento,57,120,507,343,1648,884,1331,11,
Mesa,11,38,146,43,556,297,156,4,
Mesquita,33,105,735,201,1767,936,848,8,
Mestre,26,80,440,152,1304,692,486,6,
Mestre Havendo Trabalhado Toda A Noite Nada Apanhamos,182,443,2342,1018,6553,3498,20424,46,
Mestre Que Farei Para Herdar A Vida Eterna,172,352,2062,1150,5416,2884,12355,35,
Mestres Sagrados,57,183,903,339,3003,1593,2760,15,
Meta,12,39,246,46,595,317,160,4,
Metáfora,34,79,403,200,1181,630,640,8,
Mete Tua Mão Debaixo Da Minha Coxa,114,267,2310,622,4123,2195,7504,28,
Meticulosidade,59,140,770,329,1994,1067,1974,14,
Meticuloso,42,132,807,226,2080,1106,1330,10,
Métrica Detalhada,62,125,602,354,1677,901,2016,16,
Métrica Exata,48,120,1155,284,2012,1066,1452,12,
Meu Coração Está Firme,83,191,1019,493,2851,1521,3648,19,
Meu Deus Como Es Maravilhoso,102,291,1821,566,4571,2431,7008,24,
Meu É O Conselho E A Verdadeira Sabedoria,155,317,1613,931,4495,2406,10812,34,
Meu Erro,41,95,590,273,1533,814,672,7,
Meu Espirito Derramarei Sobre Toda Carne,175,382,1894,1161,5814,3098,13405,35,
Meu Filho Se Entrares Para O Servico De Deus,170,413,2411,1054,6427,3420,14904,36,
Meu Pai Trabalha Até Agora E Eu Trabalho Também,151,358,2113,869,5360,2859,14001,39,
Meu Povo Não Me Compreende,109,253,1423,597,3711,1982,5588,22,
Meu Verdadeiro Filho Na Fé,117,216,1188,741,2964,1590,4774,22,
Meus Filhinhos,68,158,725,448,2248,1203,2067,13,
Meus Irmãos Não Faleis Mal Uns Dos Outros,135,441,2502,763,7117,3779,15028,34,
Meus Irmãos Tomai Por Exemplo De Aflição E Paciencia Os Profetas Que Falaram Em Nome Do Senhor,367,844,4183,2227,12370,6607,65910,78,
Meus Parentes Segundo A Carne,103,283,1642,565,4453,2368,7100,25,
Milita A Boa Milicia Da Fé,92,155,470,590,1751,953,3276,21,
Militar,37,82,379,273,1200,641,581,7,
Minha Mãe Concebeu Me No Pecado,115,223,880,609,2787,1505,5824,26,
Minha Transgressao,75,201,912,493,3139,1670,3434,17,
Ministro De Cristo,84,210,1029,578,3278,1744,3376,16,
Ministro De Deus E Nosso Cooperador No Evangelho De Cristo,241,583,2941,1475,8819,4701,28616,49,
Minuto,29,92,659,171,1512,802,558,6,
Misericordia,69,123,420,509,1697,910,1488,12,
Misericórdia Emanador,104,194,671,710,2654,1424,3900,20,
Misericórdia Quero,100,199,955,724,3001,1600,3400,17,
Misericordiosíssimo,105,240,897,761,3560,1900,4579,19,
Misericordioso,81,171,639,581,2507,1339,2408,14,
Misericordioso E Piedoso,124,259,952,850,3721,1990,5720,22,
Missão,22,76,310,136,1198,637,462,6,
Missão Divina,54,135,783,356,2057,1096,1632,12,
Missão Elevada,45,126,756,229,1894,1010,1651,13,
Missionário,60,141,528,440,2105,1123,1562,11,
Mistério,45,108,513,325,1666,887,872,8,
Misterio Da Cruz,73,181,1711,505,3133,1657,2548,14,
Mistério Insondável,88,223,1222,560,3395,1809,4032,18,
Mistério Pascal,61,160,718,395,2438,1299,2254,14,
Modelar,32,68,230,184,904,486,483,7,
Modelo,28,64,199,138,804,434,390,6,
Modelo A Ser Seguido,79,187,880,463,2713,1450,3196,17,
Modestia,32,86,419,180,1278,682,696,8,
Moeda,20,38,110,94,436,237,195,5,
Moises Escreveu Essa Lei,86,248,1472,494,3914,2081,5229,21,
Moises Subiu Em Direção A Deus,104,275,1652,606,4269,2272,6900,25,
Molde,22,49,139,102,579,314,250,5,
Molécula,28,82,469,114,1158,620,664,8,
Molestar,31,103,526,173,1649,876,832,8,
Momento,32,95,455,158,1409,752,672,7,
Monasterio,48,129,615,306,2007,1068,1300,10,
Monge,27,54,162,151,664,359,275,5,
Montanha,32,86,410,172,1252,669,696,8,
Monte Das Oliveiras,75,201,1164,455,3119,1660,3434,17,
Moral,23,59,221,143,863,461,300,5,
Morrer,42,87,375,320,1391,739,528,6,
Morreu,36,90,585,248,1508,799,546,6,
Morte,26,71,395,162,1143,607,360,5,
Morte Gloriosa,68,167,752,456,2553,1360,2184,13,
Morto Porem Herodes,96,222,987,628,3382,1802,3791,17,
Mortos Para O Pecado,78,195,915,478,3043,1619,3332,17,
Mosca,15,51,204,63,765,408,260,5,
Mostrai Me A Moeda De Tributo,104,266,1526,616,4108,2187,6408,24,
Mostrar Sentido,64,190,1009,408,3108,1649,2674,14,
Motivo,31,94,769,189,1584,839,570,6,
Movia -Se Sobre A Face Das Aguas,88,232,1402,474,3588,1910,6058,26,
Mudar,21,57,435,123,951,504,290,5,
Mudos,18,72,504,78,1212,642,365,5,
Muita Em Toda A Maneira Porque Primeiramnte As Palavras De Deus Lhe Foram Confiadas,312,735,3957,1916,11069,5902,51520,70,
Muito Protegido Graças A Deus,115,286,1726,717,4506,2396,7175,25,
Muitos Me Dirão Naquele Dia Senhor Senhor Não Profetizamos No Teu Nome,292,724,4351,1816,11230,5977,42775,59,
"Muitos Me Dirão Naquele Dia: Senhor,Senhor Não Profetizamos Nós Em Teu Nome",302,761,4496,1858,11785,6273,48768,64,
"Muitos Mensageiros Foram Enviados A Vós, Muitos Profetas Vos Foram Dados Item 74 Magos Da Terra",336,939,5583,2024,15029,7984,75200,80,
Mulher,32,77,473,204,1167,622,468,6,
Mulher   Eva,42,105,879,246,1677,891,954,9,
Mulher ( Israel É Considerado A Mulher De Deus ),173,389,1991,1051,5659,3024,15210,39,
Mulher Adultera,60,159,1104,350,2519,1339,2240,14,
Mulher Arrependida,91,172,802,605,2432,1302,2941,17,
Mulher Feliz,63,135,1323,419,2129,1132,1496,11,
Mulher Infiel,69,132,582,461,1730,931,1596,12,
Mulher Inteligente,89,197,1043,557,2789,1493,3366,17,
Mulher Linda,54,117,567,336,1605,861,1298,11,
Mulher Nua,41,113,824,239,1805,959,1026,9,
Mulher Prostituta,74,236,1703,474,4056,2146,3792,16,
Mulher Que Tenho Eu Contigo,120,291,1875,730,4483,2387,6716,23,
Mulher Realizada,73,154,1414,483,2436,1295,2325,15,
Mulher Santificada,74,164,857,460,2350,1257,2805,17,
Mulher Vinda De Deus,77,185,1355,435,2829,1507,3162,17,
Mulher Virtuosa,67,202,1633,433,3484,1843,2842,14,
Mulher Virtuosa Quem Encontrará,133,367,2608,835,6109,3238,10304,28,
Mulheres,38,101,578,230,1553,827,816,8,
Mulheres Adulteras,67,202,1309,377,3266,1734,3451,17,
Multidão,32,95,644,172,1477,786,768,8,
Multiplicarei Grandemente A Tua Dor,145,334,1909,895,4990,2662,10385,31,
Multiplos Mensageiros,91,262,1306,555,4038,2150,5260,20,
Multiplos Mensageiros Transmitem Sua Mensagem,170,512,2690,978,7962,4237,21033,41,
Mun,12,48,390,50,806,427,147,3,
Mundo,22,67,454,102,1047,557,340,5,
Mundo Astral,39,138,876,199,2278,1208,1529,11,
Mundo Divino Espiritual,108,270,1800,698,4244,2257,5691,21,
Mundo Espiritual,71,197,1268,443,3161,1679,2970,15,
Mundo Material,56,146,830,320,2192,1169,1911,13,
Mundo Melhor,57,138,687,333,1998,1068,1529,11,
Mundo Profano,62,152,791,366,2310,1231,1836,12,
Mundo Vindouro,68,185,1427,402,3039,1612,2418,13,
Murmurar,42,123,951,294,2193,1158,992,8,
Música,21,66,453,117,1062,564,402,6,
Mutabilidade,47,101,605,263,1379,740,1224,12,
Mutação,20,74,605,76,1246,660,525,7,
Mutilação,32,95,644,166,1471,783,864,9,
Na,6,15,51,26,197,106,32,2,
Na Condenação Do Diabo,77,140,428,399,1668,904,2679,19,
Na Fraqueza Da Carne,75,156,1488,465,2562,1359,2669,17,
Na Luz Da Sua Visão Ele Encontrou Sua Liberdade,155,434,3566,849,7104,3769,16965,39,
Na Luz Do Rosto Do Rei Esta A Vida,115,313,2644,703,5275,2794,8164,26,
Na Manha Do Primeiro Dia,107,188,602,733,2452,1320,3780,20,
Na Minha Boca Era Doce Como O Mel,115,223,691,639,2763,1493,5824,26,
Na Minha Língua,61,124,556,387,1620,872,1625,13,
Na Minha Loucura,61,151,943,367,2293,1222,2128,14,
Na Morada Do Silencio,82,172,577,496,2296,1234,3114,18,
Na Noite Que Foi Traido Tomou O Pão,142,349,2050,890,5435,2892,9800,28,
Na Qualidade De Testemunha Especial Do Tempo,157,382,2065,845,5552,2967,14554,38,
Na Santa Igreja Catolica,76,184,832,446,2606,1395,3885,21,
Na Tormenta Esta O Sinal Do Poder De Deus,137,371,1964,753,5703,3037,12276,33,
Na Transgressão Dos Labios,87,267,1221,517,4243,2255,6164,23,
Na Verdade,38,74,560,206,1088,581,675,9,
Na Verdade A Terra Esta´ Contaminada Por Causa Dos Seus Moradores,212,581,3416,1214,9323,4952,32010,55,
Na Verdade Ama Os Povos Todos Os Seus Santos Estão Nas Suas Mãos Postos Serão No Meio Entre Os Seus Pés,303,1104,6531,1591,18502,9803,91715,83,
Na Verdade Na Verdade Vos Digo Que Quem Houve A Minha Palavra E Cre Naquele Que Me Enviou,338,779,5873,1984,12163,6471,56160,72,
Na Verdade Na Verdade Vos Digo Que Um De Vós Há De Me Trair,213,483,3507,1259,7523,4003,22264,46,
Na Verdade No Juizo E Na Justiça ,107,287,2528,615,4647,2467,7488,26,
Na Vereda Da Justiça Está A Vida,87,240,1905,459,3852,2046,6266,26,
Nação,16,34,115,72,432,233,175,5,
Nada Esta Acima Da Verdade,75,156,930,379,2170,1163,3454,22,
Nada Permanece São,63,135,486,337,1831,983,2176,16,
Não Acompanhes O Mau Para Servir De Falso Testemunho,189,504,2880,1101,7860,4182,22220,44,
Não Acreditamos No Amor Divino,125,287,1457,783,4257,2272,7488,26,
Não Ameis O Mundo Nem O Que No Mundo Há,138,354,1893,752,5234,2794,10650,30,
Não Andeis Pois Inquietos,108,270,1332,704,4124,2197,5962,22,
Não Atentando Nós Nas Coisas Que Se Veem,123,384,2256,623,6104,3244,12705,33,
Não Beberei Eu,57,102,534,341,1376,739,1236,12,
Não Beberei Eu O Cálice Que O Pai Me Deu,147,282,1524,867,3864,2073,8773,31,
Não Busque Mulher,66,192,1371,378,3150,1671,2895,15,
Não Busqueis Nenhuma Autoridade Exterior Mas Apenas Vós Mesmos,228,660,4467,1328,10778,5719,35694,54,
Não Clama,24,60,186,98,746,403,488,8,
Não Clama Porventura A Sabedoria,114,285,1725,672,4461,2373,8008,28,
Não Clama Porventura A Sabedoria E A Inteligencia Não Dá A Sua Voz,224,539,3887,1320,8403,4471,29160,54,
Não Cobiçaras,47,101,380,285,1437,769,1224,12,
Não Cobice No Teu Coração,90,198,1026,498,2856,1527,4179,21,
Não Cobice No Teu Coração A Sua Formosura,141,366,2175,807,5766,3066,12478,34,
Não Comas Dela,40,103,355,176,1373,738,1248,12,
Não Comeras Coisa Alguma Abominável,120,300,1560,658,4348,2324,9331,31,
Não Cometeras Adulterio,90,234,1314,522,3618,1926,4935,21,
Não Contendera O Meu Espirito Para Sempre,172,406,1999,1082,6194,3300,14245,35,
Não Convem Casar,54,144,864,282,2226,1185,2030,14,
Não Convem Que Um Profeta Morra Fora De Jerusalem,190,478,2854,1122,7422,3950,19639,41,
Não Cremos Nas Escrituras Sagradas,115,340,1762,701,5534,2937,10230,30,
Não Cuides Que Vim Destruir A Lei Ou Os Profetas Não Vim Abrogar Mas Cumprir,297,756,4815,1915,12166,6461,46934,62,
Não Dei Aos Cães As Coisas Santas,82,271,1225,422,4247,2259,7344,27,
Não Deixara Viver Uma Feiticeira,144,288,2403,972,4518,2403,8092,28,
Não Desviei O Rosto De Ultrajes E Escarros,153,423,2412,933,6747,3585,14840,35,
Não Devemos Também Aceitar A Infelicidade,153,306,1458,871,4048,2177,11052,36,
Não Discerne O Ouvido As Palavras Como O Paladar O Sabor Das Iguarias,242,611,3419,1488,9543,5077,34884,57,
Não É A Tua Piedade A Tua Esperança,103,247,1543,547,3751,1999,6944,28,
Não É Admissivel Que Um Ser Humano A Quem Allah Concedeu O Livro E A Sabedoria E A Profecia,327,750,4296,1943,11096,5923,54823,73,
Não É Bom Que O Homem Esteja Só,100,271,1297,528,3975,2123,6528,24,
Não É Para A Prostituição,94,238,1381,612,3834,2036,5019,21,
Não Endurecerás Teu Coração E Não Fecharás A Tua Mão,170,413,2420,944,6335,3374,17802,43,
Não Endurecerás Teu Coração E Não Fecharás A Tua Maõ A Teu Irmão O Mendigo,256,598,3361,1482,8988,4793,35940,60,
Não Erreis Deus Não Se Deixa Escarnecer Porque Tudo O Que Homem Semear Também Ceifará,331,763,4417,2005,11635,6199,54244,71,
Não Escrevo Estas Coisas Para Vos Envergonhar,169,466,2941,1029,7626,4046,18213,39,
Não Esta Aqui Mais Ressucitou,99,315,2124,603,5301,2808,7900,25,
Não Estão Contaminados Com Mulheres,125,350,1736,671,5270,2810,10881,31,
Não Estas Debaixo Da Lei,77,185,1247,425,2765,1475,3720,20,
Não Eu Vos Digo Antes Se Não Vos Arrependerdes,169,448,2707,979,7108,3778,17062,38,
Não Exaltes Os Homens Eminentes,112,328,1939,594,5058,2693,8883,27,
Não Faça Te Comum O Que Deus Purificou,140,356,2471,800,5624,2990,11067,31,
Não Fará Para Ti Imagens,90,189,792,596,2729,1459,3800,20,
Não Farás Acepção De Pessoas,87,222,897,467,3302,1762,5352,24,
Não Farás Para Ti Deuses De Fundição,124,295,1636,730,4483,2389,8880,30,
Não Fareis Conforme A Tudo Que Fazemos Hoje Aqui,191,452,3071,1175,7016,3734,18120,40,
Não Fareis Deuses De Prata Ou Deuses De Ouro,152,413,2600,866,6653,3533,14904,36,
Não Fareis Deuses De Prata Ou Deuses De Ouro Para Por Ao Meu Lado,225,585,3483,1313,9287,4936,30472,52,
Não Fareis Injustiça No Juizo,115,304,2293,751,4864,2584,7625,25,
Não Folga Com A Injustiça Mas Folga Com A Verdade,158,374,1859,858,5232,2803,15000,40,
Não Foram Dez Os Limpos,92,236,1586,566,3716,1976,4503,19,
Não Foste Lavada Com Água Limpa Para Ser Purifcada,171,405,2322,1007,6119,3262,17052,42,
Não Furtareis Não Enganareis E Não Mentireis Cada Um A Seu Companheiro,272,623,3116,1694,9245,4934,36816,59,
Não Há Deus Semelhante Há Vós,93,255,1542,491,3875,2065,6144,24,
Não Há Imposição Quanto A Religião,142,304,1375,940,4378,2341,8845,29,
Não Há Imposição Quanto A Religião Porque Já Se Destacou A Verdade Do Erro,285,654,3588,1789,9934,5294,39955,61,
Não Há Ninguem Igual A Ele Na Terra,128,272,1406,784,3826,2049,7644,28,
Não Há Ninguem Que Entenda Não Há Ninguem Que Busque A Deus,213,528,3444,1195,8062,4295,25392,48,
Não Há Nós Senhor,67,166,643,421,2464,1315,2338,14,
Não Há Semelhante A Ti,72,171,774,408,2379,1275,3096,18,
Não Há Temor Diante De Seus Olhos,116,305,1556,664,4597,2451,8262,27,
Não Haja Mais Sedição Pela Idolatria,127,271,973,791,3617,1944,8432,31,
Não Julgarás Está Cidade Sanguinária,124,304,1600,748,4510,2407,9760,32,
Não Julgueis Para Que Não Sejas Julgados,125,386,2258,689,6008,3197,13158,34,
Não Mataras Mas Qualquer Que Matar Será Réu De Juizo,179,521,4067,1103,8879,4700,22446,43,
Não Me Entregue A Vontade Dos Meus Adversarios,164,452,3008,914,7250,3851,17667,39,
Não Me Ungiste A Minha Cabeça Com Óleo Mas Esta Ungiu Me Os Pés Com Unguento,249,672,3777,1319,10076,5374,41053,61,
Não Na Paixão,48,111,903,292,1759,935,1232,11,
Não Nos Deixe Cair Em Tentação,109,253,1612,625,3793,2023,6350,25,
Não O Julgueis Para Que Não O Sejas Julgados,137,416,2378,761,6458,3437,15012,36,
Não Obedeças Aos Renegadores Da Fé,120,246,885,660,3324,1785,7163,29,
Não Pagueis A Ninguem O Mal Com O Mal,125,305,1430,693,4275,2290,8874,29,
Não Pagueis A Ninguem O Mal Com O Mal Aplicai Vos De Fazer O Bem Diante De Todos Os Homens,314,755,4256,1796,11057,5906,53676,71,
Naõ Pecar Por Palavras,86,212,1193,552,3414,1813,4047,19,
Não Permiti Que Minha Língua Pecasse,151,340,1708,969,4974,2657,10571,31,
Não Permitiras Que Teu Santo Veja A Corrupção,168,465,3120,1040,7673,4069,17708,38,
Não Pode A Arvore Boa Dar Maus Frutos,128,344,2252,762,5658,3001,10350,30,
Não Podeis Servir A Deus E A Mamom,120,300,1650,718,4588,2444,8127,27,
Não Podem Resistir O Vosso Olhar,134,359,1862,876,5709,3034,9720,27,
Não Podes Vigiar Uma Hora,106,232,1366,706,3550,1891,4893,21,
Não Podia Ser Curada,75,165,849,469,2503,1334,2822,17,
Não Porem Sera Chamado João,100,226,820,594,3168,1697,5221,23,
Não Procurei A Morte Por Uma Vida Desregrada,184,409,2416,1198,6391,3400,15170,37,
Não Procureias A Morte Por Uma Vida Desregrada,186,429,2517,1200,6753,3591,16770,39,
Não Pronunciará O Nome De Deus Em Vão,138,336,1974,784,5104,2720,10110,30,
Não Provoqueis À Ira Vossos Filhos,142,394,2419,942,6468,3431,11455,29,
Não Quiseram O Meu Conselho,107,278,1457,631,4222,2250,6417,23,
Não Rejeites A Correção Do Senhor,136,298,1225,868,4342,2320,8372,28,
Não Roubes Ao Pobre,74,182,956,450,2862,1522,2928,16,
Não Sabem Que Ali Estão Os Mortos Os Seus Convidados Estão Nas Profundezas Do Inferno,296,872,5453,1684,14104,7488,61983,71,
Não Se Acendar A Ira Do Meu Senhor Tu Sabes Que Este Povo É Inclinado Ao Mal,254,641,3539,1450,9721,5181,38520,60,
Não Se Aparte Do Marido,86,194,851,532,2872,1533,3705,19,
Não Se Chamara Mais O Teu Nome É Abrao,120,291,1389,684,4275,2283,8760,30,
Não Se Fará Mal Nem Dano Algum Em Todo O Monte De Minha Santidade,214,511,2248,1134,7065,3788,26624,52,
Não Se Porta Com Indecencia,105,222,879,617,3056,1639,5129,23,
Não Se Porta Com Indecencia Não Busca Os Seus Interesses Não Se Irrita Não Suspeita Mal,293,824,4307,1721,12908,6866,59400,72,
Não Se Sujeitaram À Justiça De Deus,97,313,2014,507,4989,2651,9106,29,
Não Seja Sabio Aos Teus Próprios Olhos,136,406,1972,850,6466,3436,13024,32,
Não Sejais Como O Cavalo Nem Como A Mula Que Não Tem Entendimento,214,583,3103,1088,8567,4575,30952,53,
Não Sejais O Proprio Artifice De Vossa Perda,181,415,2008,1207,6319,3367,15392,37,
Não Siga A Maioria Para Condenar Alguem,149,302,1247,951,4200,2251,9999,33,
Não Te Cale Perante As Minhas Lagrimas,130,319,1363,774,4617,2468,10240,32,
Não Te Entristeção Aqueles Que Se Apressam Para A Renegação Da Fé,221,545,2858,1279,8335,4440,29484,54,
Não Tem Cessado De Beijar Os Meus Pés,113,320,1535,593,4814,2567,9630,30,
Não Tem Entendimento,80,206,1034,414,2970,1588,3726,18,
Não Temas,25,88,457,109,1378,733,712,8,
Não Temas Eu Sou O Seu Escudo,80,296,2159,356,5000,2648,6831,23,
